Make,Model,Vehicle_Class,Engine_Size(L),Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City_(L/100_km),Fuel_Consumption_Hwy_(L/100_km),Fuel_Consumption_Comb_(L/100_km),Fuel_Consumption_Comb_(mpg),CO2_Emissions(g/km),Fuel_Type_name,Transmission_Name
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,20,14.9,17.7,16,294,ethanol (E85),automatic with select shift
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,15.1,11.8,13.6,21,319,regular gasoline,automatic with select shift
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,19.9,15.8,18,16,300,ethanol (E85),automatic with select shift
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,10.2,11.8,24,277,regular gasoline,automatic with select shift
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3,6,AS10,D,11.9,9.4,10.8,26,290,diesel,automatic with select shift
FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3,6,AS10,D,11.3,8.5,10,28,270,diesel,automatic with select shift
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.9,10.2,11.7,24,274,regular gasoline,automatic with select shift
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.6,13.8,15.9,18,265,ethanol (E85),automatic with select shift
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.6,10.9,13,22,304,regular gasoline,automatic with select shift
FORD,F-150 4X4 Limited,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,11.2,12.6,22,296,regular gasoline,automatic with select shift
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS10,X,15.1,11.6,13.5,21,317,regular gasoline,automatic with select shift
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS10,E,20.3,14.7,17.8,16,296,ethanol (E85),automatic with select shift
FORD,F-150 Raptor 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.3,13.1,14.3,20,336,regular gasoline,automatic with select shift
FORD,Fusion,MID-SIZE,1.5,4,AS6,X,10,7,8.7,32,203,regular gasoline,automatic with select shift
FORD,Fusion Hybrid,MID-SIZE,2,4,AV,X,5.5,5.7,5.6,50,131,regular gasoline,continuously variable
FORD,GT,TWO-SEATER,3.5,6,AM7,Z,19.8,12.8,16.6,17,393,premium gasoline,automated manual
FORD,Mustang,SUBCOMPACT,2.3,4,AS10,X,11.2,7.3,9.4,30,221,regular gasoline,automatic with select shift
FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27,242,regular gasoline,automatic with select shift
FORD,Mustang,SUBCOMPACT,2.3,4,M6,X,11.2,7.9,9.7,29,226,regular gasoline,manual
FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,11.8,8.7,10.4,27,244,regular gasoline,manual
FORD,Mustang,SUBCOMPACT,5,8,AS10,X,15,9.1,12.3,23,289,regular gasoline,automatic with select shift
FORD,Mustang,SUBCOMPACT,5,8,M6,X,16.1,9.9,13.3,21,312,regular gasoline,manual
FORD,Mustang Bullitt,SUBCOMPACT,5,8,M6,X,16.4,10.2,13.6,21,319,regular gasoline,manual
FORD,Mustang Convertible,SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27,242,regular gasoline,automatic with select shift
FORD,Mustang Convertible (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.7,10.4,27,244,regular gasoline,automatic with select shift
FORD,Mustang Convertible,SUBCOMPACT,2.3,4,M6,X,11.8,8.4,10.3,27,240,regular gasoline,manual
FORD,Mustang Convertible (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,12.1,9.1,10.7,26,252,regular gasoline,manual
FORD,Mustang Convertible,SUBCOMPACT,5,8,AS10,X,15.4,9.7,12.9,22,303,regular gasoline,automatic with select shift
FORD,Ranger 4WD,PICKUP TRUCK - STANDARD,2.3,4,AS10,X,11.8,9.8,10.9,26,256,regular gasoline,automatic with select shift
FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,M6,Z,17.1,11.4,14.5,19,342,premium gasoline,manual
FORD,Shelby GT500 Mustang,SUBCOMPACT,5.2,8,AM7,Z,19.9,12.7,16.7,17,392,premium gasoline,automated manual
FORD,T-150 Wagon FFV,VAN - PASSENGER,3.5,6,AS10,X,16.2,12.3,14.5,19,340,regular gasoline,automatic with select shift
FORD,T-150 Wagon FFV,VAN - PASSENGER,3.5,6,AS10,E,21.5,16.2,19.1,15,316,ethanol (E85),automatic with select shift
FORD,T-150 Wagon FFV 4WD,VAN - PASSENGER,3.5,6,AS10,X,16.7,12.8,15,19,352,regular gasoline,automatic with select shift
FORD,T-150 Wagon FFV 4WD,VAN - PASSENGER,3.5,6,AS10,E,22.1,16.8,19.8,14,328,ethanol (E85),automatic with select shift
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.8,8.8,9.3,30,219,regular gasoline,automatic with select shift
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,E,13.3,11.8,12.6,22,209,ethanol (E85),automatic with select shift
FORD,Transit Connect Van LWB,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.8,8.8,9.3,30,219,regular gasoline,automatic with select shift
FORD,Transit Connect Van LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12,8.8,10.6,27,247,regular gasoline,automatic with select shift
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.9,8.2,9.2,31,214,regular gasoline,automatic with select shift
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.9,8.2,9.2,31,214,regular gasoline,automatic with select shift
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,E,13.7,11.1,12.5,23,208,ethanol (E85),automatic with select shift
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.1,9,10.7,26,251,regular gasoline,automatic with select shift
GENESIS,G70,COMPACT,2,4,M6,Z,12.8,8.5,10.9,26,255,premium gasoline,manual
GENESIS,G70 AWD,COMPACT,2,4,AS8,Z,11.4,8.6,10.2,28,238,premium gasoline,automatic with select shift
GENESIS,G70 AWD,COMPACT,3.3,6,AS8,Z,14.1,9.5,12,24,284,premium gasoline,automatic with select shift
GENESIS,G80 AWD,FULL-SIZE,3.3,6,AS8,Z,13.8,9.7,11.9,24,282,premium gasoline,automatic with select shift
GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,X,13.4,9.6,11.7,24,276,regular gasoline,automatic with select shift
GENESIS,G80 AWD,FULL-SIZE,5,8,AS8,Z,15.6,10.4,13.2,21,312,premium gasoline,automatic with select shift
GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.6,9.5,11.8,24,280,premium gasoline,automatic with select shift
GENESIS,G90 AWD,FULL-SIZE,5,8,AS8,Z,15.4,10.2,13.1,22,311,premium gasoline,automatic with select shift
GMC,Acadia,SUV - STANDARD,2,4,A9,X,11,8.3,9.8,29,225,regular gasoline,automatic
GMC,Acadia,SUV - STANDARD,2.5,4,A9,X,11.3,8.9,10.2,28,238,regular gasoline,automatic
GMC,Acadia,SUV - STANDARD,3.6,6,A9,X,12.6,8.8,10.9,26,257,regular gasoline,automatic
GMC,Acadia AWD,SUV - STANDARD,2,4,A9,X,11.3,8.7,10.1,28,232,regular gasoline,automatic
GMC,Acadia AWD,SUV - STANDARD,3.6,6,A9,X,13.1,9.4,11.4,25,269,regular gasoline,automatic
GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,252,regular gasoline,automatic
GMC,Canyon,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.8,7.9,10.1,28,270,diesel,automatic
GMC,Canyon,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,273,regular gasoline,automatic
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.6,9.7,11.3,25,265,regular gasoline,automatic
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.3,8.5,10.6,27,284,diesel,automatic
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14,9.9,12.2,23,286,regular gasoline,automatic
GMC,Sierra,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,11.1,25,262,regular gasoline,automatic
GMC,Sierra WT,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275,regular gasoline,automatic
GMC,Sierra,PICKUP TRUCK - STANDARD,3,6,A10,D,10.2,7.8,9.1,31,245,diesel,A10
GMC,Sierra,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,318,regular gasoline,automatic
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326,regular gasoline,automatic
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16,12.6,14.4,20,339,regular gasoline,automatic
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.2,16.2,19.5,14,326,ethanol (E85),automatic
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14,10.1,12.2,23,288,regular gasoline,automatic
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275,regular gasoline,automatic
GMC,Sierra WT 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.7,11,12,24,280,regular gasoline,automatic
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,3,6,A10,D,10.5,9.1,9.9,29,265,diesel,A10
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,3,6,A10,D,10.5,9.1,9.9,29,265,diesel,A10
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.7,12,14.1,20,331,regular gasoline,automatic
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.8,14.1,20,331,regular gasoline,automatic
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.4,12.6,14.7,19,344,regular gasoline,automatic
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.8,16.8,19.5,14,325,ethanol (E85),automatic
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.7,13.1,15.1,19,354,regular gasoline,automatic
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.7,10.8,13,22,304,regular gasoline,automatic
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.1,11.4,13.4,21,314,regular gasoline,automatic
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.3,10.6,12.7,22,298,regular gasoline,A10
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.7,11.2,13.1,22,307,regular gasoline,A10
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.5,11.9,13.9,20,326,premium gasoline,A10
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20,332,premium gasoline,A10
GMC,Terrain,SUV - SMALL,1.5,4,A9,X,9.2,7.8,8.6,33,202,regular gasoline,automatic
GMC,Terrain AWD,SUV - SMALL,1.5,4,A9,X,9.5,8.3,9,31,210,regular gasoline,automatic
GMC,Terrain AWD,SUV - SMALL,2,4,A9,Z,11.2,9,10.2,28,239,premium gasoline,automatic
GMC,Yukon,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,regular gasoline,automatic
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,regular gasoline,automatic
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,ethanol (E85),automatic
GMC,Yukon 4WD,SUV - STANDARD,5.3,8,A6,X,16,11.2,13.8,20,325,regular gasoline,automatic
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16,11.2,13.8,20,325,regular gasoline,automatic
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,18.4,15,305,ethanol (E85),automatic
GMC,Yukon 4WD,SUV - STANDARD,6.2,8,A10,Z,16.5,10.9,13.9,20,327,premium gasoline,A10
GMC,Yukon XL,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,regular gasoline,automatic
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,regular gasoline,automatic
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,ethanol (E85),automatic
GMC,Yukon XL 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337,regular gasoline,automatic
GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337,regular gasoline,automatic
GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,319,ethanol (E85),automatic
GMC,Yukon XL 4WD,SUV - STANDARD,6.2,8,A10,Z,17.2,11.4,14.6,19,343,premium gasoline,A10
HONDA,Accord,FULL-SIZE,1.5,4,AV,X,7.9,6.3,7.2,39,170,regular gasoline,continuously variable
HONDA,Accord,FULL-SIZE,1.5,4,AV7,X,8.2,6.8,7.6,37,177,regular gasoline,continuously variable
HONDA,Accord,FULL-SIZE,1.5,4,M6,X,8.9,6.7,7.9,36,185,regular gasoline,manual
HONDA,Accord,FULL-SIZE,2,4,M6,X,10.7,7.3,9.2,31,214,regular gasoline,manual
HONDA,Accord Sport/Touring,MID-SIZE,2,4,AS10,X,10.4,7.4,9.1,31,211,regular gasoline,automatic with select shift
HONDA,Accord Hybrid,FULL-SIZE,2,4,AV,X,5,5,5,56,117,regular gasoline,continuously variable
HONDA,Civic Coupe,COMPACT,1.5,4,AV7,X,7.8,6.4,7.2,39,167,regular gasoline,continuously variable
HONDA,Civic Coupe,COMPACT,2,4,AV,X,7.8,6.1,7.1,40,164,regular gasoline,continuously variable
HONDA,Civic Coupe,COMPACT,2,4,AV7,X,8.3,6.6,7.5,38,176,regular gasoline,continuously variable
HONDA,Civic Coupe,COMPACT,2,4,M6,X,9.3,6.7,8.1,35,189,regular gasoline,manual
HONDA,Civic Coupe Si,COMPACT,1.5,4,M6,Z,8.9,6.4,7.8,36,183,premium gasoline,manual
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,AV,X,7.7,6,6.9,41,162,regular gasoline,continuously variable
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,M6,X,8,6.2,7.2,39,167,regular gasoline,manual
HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,AV7,Z,8,6.6,7.4,38,172,premium gasoline,continuously variable
HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,M6,Z,8,6.2,7.2,39,167,premium gasoline,manual
HONDA,Civic Sedan,MID-SIZE,1.5,4,AV7,X,7.8,6.2,7.1,40,165,regular gasoline,continuously variable
HONDA,Civic Sedan,MID-SIZE,2,4,AV,X,7.9,6.1,7.1,40,167,regular gasoline,continuously variable
HONDA,Civic Sedan,MID-SIZE,2,4,AV7,X,8.2,6.5,7.4,38,172,regular gasoline,continuously variable
HONDA,Civic Sedan,MID-SIZE,2,4,M6,X,9.3,6.5,8,35,186,regular gasoline,manual
HONDA,Civic Sedan Si,MID-SIZE,1.5,4,M6,Z,8.9,6.4,7.8,36,183,premium gasoline,manual
HONDA,Civic Type R,FULL-SIZE,2,4,M6,Z,10.5,8.4,9.6,29,223,premium gasoline,manual
HONDA,CR-V,SUV - SMALL,1.5,4,AV,X,8.3,7,7.7,37,180,regular gasoline,continuously variable
HONDA,CR-V AWD,SUV - SMALL,1.5,4,AV,X,8.7,7.4,8.1,35,189,regular gasoline,continuously variable
HONDA,Fit,STATION WAGON - SMALL,1.5,4,AV,X,7,5.9,6.5,43,151,regular gasoline,continuously variable
HONDA,Fit,STATION WAGON - SMALL,1.5,4,AV7,X,7.6,6.5,7,40,166,regular gasoline,continuously variable
HONDA,Fit,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.6,7.4,38,174,regular gasoline,manual
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV,X,8.4,7,7.8,36,181,regular gasoline,continuously variable
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,X,8.8,7.5,8.2,34,193,regular gasoline,continuously variable
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,9.1,7.7,8.5,33,200,regular gasoline,continuously variable
HONDA,Insight EX/Touring,MID-SIZE,1.5,4,AV,X,4.6,5.3,4.9,58,115,regular gasoline,continuously variable
HONDA,Odyssey,MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,248,regular gasoline,automatic with select shift
HONDA,Passport AWD,SUV - SMALL,3.5,6,AS9,X,12.5,9.8,11.3,25,265,regular gasoline,automatic with select shift
HONDA,Pilot AWD,SUV - SMALL,3.5,6,A6,X,13,9.3,11.3,25,266,regular gasoline,automatic
HONDA,Pilot AWD,SUV - SMALL,3.5,6,AS9,X,12.4,9.3,11,26,257,regular gasoline,automatic with select shift
HONDA,Ridgeline AWD,PICKUP TRUCK - STANDARD,3.5,6,AS9,X,12.6,10,11.4,25,269,regular gasoline,automatic with select shift
HYUNDAI,Accent,COMPACT,1.6,4,AV,X,7.3,6,6.7,42,160,regular gasoline,continuously variable
HYUNDAI,Accent,COMPACT,1.6,4,M6,X,7.8,6.1,7,40,168,regular gasoline,manual
HYUNDAI,Elantra,MID-SIZE,1.6,4,AM7,X,8.9,7,8.1,35,192,regular gasoline,automated manual
HYUNDAI,Elantra,MID-SIZE,1.6,4,M6,X,10.1,7.6,9,31,214,regular gasoline,manual
HYUNDAI,Elantra,MID-SIZE,2,4,AV,X,7.8,5.6,6.8,42,161,regular gasoline,continuously variable
HYUNDAI,Elantra,MID-SIZE,2,4,M6,X,9.1,6.3,7.9,36,187,regular gasoline,manual
HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,AM7,X,9.7,7.4,8.6,33,205,regular gasoline,automated manual
HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,M6,X,10.3,7.9,9.2,31,218,regular gasoline,manual
HYUNDAI,Elantra GT,FULL-SIZE,2,4,AS6,X,9.4,7.1,8.4,34,199,regular gasoline,automatic with select shift
HYUNDAI,Elantra GT,FULL-SIZE,2,4,M6,X,9.8,7.4,8.7,32,207,regular gasoline,manual
HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,4.2,4.2,4.2,67,99,regular gasoline,automated manual
HYUNDAI,IONIQ Blue,FULL-SIZE,1.6,4,AM6,X,4.2,4,4.1,69,96,regular gasoline,automated manual
HYUNDAI,Kona,SUV - SMALL,2,4,AS6,X,8.6,7,7.9,36,187,regular gasoline,automatic with select shift
HYUNDAI,Kona AWD,SUV - SMALL,1.6,4,AM7,X,9,8,8.6,33,201,regular gasoline,automated manual
HYUNDAI,Kona AWD,SUV - SMALL,2,4,AS6,X,9.2,7.8,8.6,33,202,regular gasoline,automatic with select shift
HYUNDAI,Palisade,SUV - STANDARD,3.8,6,AS8,X,11.9,8.8,10.5,27,250,regular gasoline,automatic with select shift
HYUNDAI,Palisade AWD,SUV - STANDARD,3.8,6,AS8,X,12.3,9.6,11.1,25,265,regular gasoline,automatic with select shift
HYUNDAI,Santa Fe,SUV - SMALL,2.4,4,AS8,X,10.8,8,9.6,29,225,regular gasoline,automatic with select shift
HYUNDAI,Santa Fe AWD,SUV - SMALL,2,4,AS8,X,12,9.2,10.7,26,255,regular gasoline,automatic with select shift
HYUNDAI,Santa Fe AWD,SUV - SMALL,2.4,4,AS8,X,11.3,8.8,10.1,28,238,regular gasoline,automatic with select shift
HYUNDAI,Sonata,FULL-SIZE,1.6,4,AS8,X,8.6,6.6,7.7,37,181,regular gasoline,automatic with select shift
HYUNDAI,Sonata,FULL-SIZE,2.5,4,AS8,X,8.8,6.4,7.7,37,182,regular gasoline,automatic with select shift
HYUNDAI,Sonata Hybrid,FULL-SIZE,2,4,AM6,X,5.3,4.6,5,56,117,regular gasoline,automated manual
HYUNDAI,Tucson,SUV - SMALL,2,4,AS6,X,10,7.9,9.1,31,216,regular gasoline,automatic with select shift
HYUNDAI,Tucson AWD,SUV - SMALL,2,4,AS6,X,10.8,9.2,10.1,28,239,regular gasoline,automatic with select shift
HYUNDAI,Tucson AWD,SUV - SMALL,2.4,4,AS6,X,11,9.1,10.1,28,241,regular gasoline,automatic with select shift
HYUNDAI,Veloster Turbo,COMPACT,1.6,4,AM7,X,8.5,6.9,7.8,36,184,regular gasoline,automated manual
HYUNDAI,Veloster Turbo,COMPACT,1.6,4,M6,X,9.4,7,8.3,34,196,regular gasoline,manual
HYUNDAI,Veloster,COMPACT,2,4,AS6,X,9.1,7.1,8.2,34,193,regular gasoline,automatic with select shift
HYUNDAI,Veloster N,COMPACT,2,4,M6,X,10.6,8.3,9.5,30,226,regular gasoline,manual
HYUNDAI,Venue,MID-SIZE,1.6,4,AV,X,8,7,7.5,38,178,regular gasoline,continuously variable
HYUNDAI,Venue,MID-SIZE,1.6,4,M6,X,8.6,6.8,7.8,36,184,regular gasoline,manual
INFINITI,Q50 AWD,MID-SIZE,3,6,AS7,Z,12.5,8.7,10.8,26,254,premium gasoline,automatic with select shift
INFINITI,Q50 AWD Red Sport,MID-SIZE,3,6,AS7,Z,12.5,9.3,11.1,25,261,premium gasoline,automatic with select shift
INFINITI,Q60 AWD,SUBCOMPACT,3,6,AS7,Z,12.3,8.7,10.7,26,251,premium gasoline,automatic with select shift
INFINITI,Q60 AWD Red Sport,SUBCOMPACT,3,6,AS7,Z,12.5,9.2,11,26,259,premium gasoline,automatic with select shift
INFINITI,QX50 AWD,SUV - SMALL,2,4,AV8,Z,10.8,8.3,9.7,29,228,premium gasoline,continuously variable
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.5,9,10.9,26,257,premium gasoline,continuously variable
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.8,12.3,15.3,18,360,premium gasoline,automatic with select shift
JAGUAR,E-PACE P250,SUV - SMALL,2,4,AS9,Z,11,8.4,9.8,29,231,premium gasoline,automatic with select shift
JAGUAR,E-PACE P300,SUV - SMALL,2,4,AS9,Z,11.2,8.6,10.1,28,236,premium gasoline,automatic with select shift
JAGUAR,F-PACE 25t,SUV - SMALL,2,4,AS8,Z,10.7,8.8,9.9,29,227,premium gasoline,automatic with select shift
JAGUAR,F-PACE 30t,SUV - SMALL,2,4,AS8,Z,10.9,8.7,9.9,29,232,premium gasoline,automatic with select shift
JAGUAR,F-PACE S,SUV - SMALL,3,6,AS8,Z,13.3,10,11.8,24,277,premium gasoline,automatic with select shift
JAGUAR,F-PACE SVR,SUV - SMALL,5,8,AS8,Z,14.5,11,12.9,22,303,premium gasoline,automatic with select shift
JAGUAR,F-TYPE P300 Convertible,TWO-SEATER,2,4,AS8,Z,10.2,7.8,9.2,31,215,premium gasoline,automatic with select shift
JAGUAR,F-TYPE Convertible,TWO-SEATER,3,6,AS8,Z,11.9,8.5,10.4,27,242,premium gasoline,automatic with select shift
JAGUAR,F-TYPE Convertible R-Dynamic,TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,26,253,premium gasoline,automatic with select shift
JAGUAR,F-TYPE Convertible R-Dynamic AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,11.3,25,265,premium gasoline,automatic with select shift
JAGUAR,F-TYPE R AWD Convertible,TWO-SEATER,5,8,AS8,Z,15.2,9.8,12.7,22,299,premium gasoline,automatic with select shift
JAGUAR,F-TYPE SVR AWD Convertible,TWO-SEATER,5,8,AS8,Z,15.2,9.8,12.7,22,299,premium gasoline,automatic with select shift
JAGUAR,F-TYPE P300 Coupe,TWO-SEATER,2,4,AS8,Z,10.2,7.8,9.2,31,215,premium gasoline,automatic with select shift
JAGUAR,F-TYPE Coupe,TWO-SEATER,3,6,AS8,Z,11.9,8.5,10.4,27,242,premium gasoline,automatic with select shift
JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,26,253,premium gasoline,automatic with select shift
JAGUAR,F-TYPE Coupe R-Dynamic AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,11.3,25,265,premium gasoline,automatic with select shift
JAGUAR,F-TYPE R AWD Coupe,TWO-SEATER,5,8,AS8,Z,15.2,9.8,12.7,22,299,premium gasoline,automatic with select shift
JAGUAR,F-TYPE SVR AWD Coupe,TWO-SEATER,5,8,AS8,Z,15.2,9.8,12.7,22,299,premium gasoline,automatic with select shift
JAGUAR,XE P250 AWD,COMPACT,2,4,AS8,Z,9.8,6.9,8.5,33,200,premium gasoline,automatic with select shift
JAGUAR,XE P300 AWD,COMPACT,2,4,AS8,Z,10.7,7.7,9.4,30,220,premium gasoline,automatic with select shift
JAGUAR,XF 25t AWD,MID-SIZE,2,4,AS8,Z,10.1,7.2,8.8,32,207,premium gasoline,automatic with select shift
JAGUAR,XF 30t AWD,MID-SIZE,2,4,AS8,Z,10.6,7.6,9.2,31,217,premium gasoline,automatic with select shift
JAGUAR,XF S AWD,MID-SIZE,3,6,AS8,Z,12,8.4,10.4,27,243,premium gasoline,automatic with select shift
JEEP,Cherokee,SUV - SMALL,2,4,A9,X,10.4,7.6,9.1,31,214,regular gasoline,automatic
JEEP,Cherokee,SUV - SMALL,2.4,4,A9,X,10.8,7.6,9.3,30,219,regular gasoline,automatic
JEEP,Cherokee,SUV - SMALL,3.2,6,A9,X,11.9,8.2,10.2,28,240,regular gasoline,automatic
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2,4,A9,X,11.2,8,9.8,29,229,regular gasoline,automatic
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2.4,4,A9,X,11.2,8,9.8,29,230,regular gasoline,automatic
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,3.2,6,A9,X,12.2,8.6,10.6,27,249,regular gasoline,automatic
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,2,4,A9,X,11.5,8.6,10.2,28,240,regular gasoline,automatic
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,3.2,6,A9,X,12.8,9,11.1,25,259,regular gasoline,automatic
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,2,4,A9,X,11.8,9.2,10.6,27,249,regular gasoline,automatic
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,3.2,6,A9,X,12.9,9.9,11.6,24,269,regular gasoline,automatic
JEEP,Compass,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218,regular gasoline,automatic
JEEP,Compass,SUV - SMALL,2.4,4,M6,X,10.4,7.3,9,31,211,regular gasoline,manual
JEEP,Compass 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222,regular gasoline,automatic
JEEP,Compass 4X4,SUV - SMALL,2.4,4,M6,X,10.8,7.6,9.4,30,221,regular gasoline,manual
JEEP,Gladiator 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.7,10.7,12.3,23,290,regular gasoline,automatic
